1147		8983
3257		9673
2372		12660
1201		6255
322		13041
3341		2936
3611		4388
1342		13113
1810		12032
2643		6671
2314		7155
2467		2160
2281		4197
345		11400
1090		3864
3282		8883
2349		2814
1420		14340
2971		1582
3023		1908
3112		8323
1472		903
1728		3411
829		12240
1432		9438
2681		6533
2988		14097
3480		13049
2532		5850
583		5731
2605		2748
333		505
2049		12956
1097		4006
1056		1405
281		4796
3430		3177
1329		13854
222		9583
3499		6739
784		14455
1902		10118
1598		5420
3678		13249
1932		9461
1617		5159
2993		7044
298		3823
576		8068
3199		4493
3339		779
3450		4631
1321		12623
1032		2968
3478		13198
1705		10908
355		12548
884		2055
2859		7463
1102		13192
2304		4752
1829		5655
930		3750
2424		1108
2955		135
1399		8080
3664		10136
3446		11075
167		11407
1881		6906
3342		6362
2142		10361
1245		5884
78		13985
767		9572
875		13303
3309		2599
578		10525
1883		5620
1181		13682
2307		7730
3285		3360
2926		11965
542		5322
479		878
2912		14457
515		2011
679		13625
1783		3170
3288		14062
1864		820
3515		9989
3490		1917
1870		2317
828		7372
928		14544
1067		12782
2417		11211
156		13295
3500		3837
2562		5320
2166		4925
3044		7313
2025		12814
2668		11042
3497		6414
604		14182
1052		91
2821		10231
1882		5192
2749		4502
458		379
2638		7472
3155		954
3091		7535
3045		1202
3136		12410
14		7242
1840		2501
129		9020
2356		1013
1987		9407
2589		11359
450		9622
1297		2554
3455		6039
2527		8014
2535		7682
1698		5979
425		3631
1526		5
603		14562
1602		5278
2302		10142
147		13418
2716		6271
1733		14238
2058		4179
2456		7236
999		2919
3331		1183
671		1415
1977		7410
1051		11744
1265		11226
519		4168
1884		5205
1535		9739
3363		2836
36		8096
1667		2522
2633		6563
1061		8194
320		14288
1473		12133
2981		4434
2670		12876
1497		8905
3098		13860
325		3247
907		3773
2240		2616
948		3030
392		4337
2353		4508
3561		2671
227		7588
1348		11424
57		11864
2059		10163
3097		2022
3656		8478
2463		13129
1835		10326
11		4708
1545		11354
2043		1820
1753		5362
2884		12983
1468		6446
516		6226
2390		13711
2461		3827
2416		7829
2778		6717
477		12712
2364		8114
2278		933
2179		6767
1941		1656
2006		11575
1765		8589
402		1081
2359		13047
3229		3196
1053		13169
3511		14228
2122		3160
3133		13651
200		10991
1263		371
152		11119
2182		11353
1099		5394
2816		4797
1070		4596
2211		6818
3062		1322
105		2105
540		2915
3210		8737
3491		10980
2383		2795
1038		14084
1872		14430
1641		8085
2042		12264
1179		3964
138		11103
3667		7707
2385		3971
846		4972
904		7976
954		12629
246		5253
3187		12677
2539		13728
2444		12166
1649		12051
2085		4921
87		8111
1875		7246
535		2146
945		3605
3304		14595
2938		4684
692		1904
3605		11668
2965		29
1414		6328
1377		3178
1996		9800
3442		8564
365		11157
2252		3716
1809		9609
1352		1658
2779		12004
1197		5815
2883		13265
71		7116
1719		1647
463		6400
1903		1214
149		8494
862		7950
824		4184
1294		11871
1037		11398
736		12571
2914		9310
1702		13701
761		7
117		5496
1724		10655
2766		2961
61		4318
2740		6360
1727		3805
2409		9974
2660		4412
53		10507
2494		6151
1758		6749
229		11411
418		9740
2271		7364
2029		5161
1991		1824
2970		6913
3601		6988
2818		8060
2904		4911
1346		11288
2868		14107
1374		3021
1325		10545
3433		4397
872		13180
1475		9201
580		11389
45		10801
2635		10117
2116		6831
366		3158
391		2640
1027		7214
1690		7335
3176		12215
324		11247
711		1648
2858		12812
3103		13798
3438		14637
2140		12587
130		9360
1112		7635
340		650
2652		13629
452		630
1842		14467
1395		8650
3323		8858
1207		4419
533		6862
174		3054
166		9143
2623		7085
2679		2646
2392		141
2895		160
861		4842
1949		9942
3635		9630
1718		6449
1350		11280
648		1021
3519		9903
3674		10590
502		2318
788		11490
2773		6734
2068		879
2930		5892
3333		3970
988		5770
29		5614
984		10099
2583		14631
3625		8198
2657		3725
2171		5111
2339		12643
224		5972
1566		1948
813		2023
3598		3474
2500		4231
3076		4546
2960		6895
1041		13446
2806		11843
2357		4535
628		7177
230		2712
2109		1284
1748		13542
1920		4354
2361		14010
3665		13457
1417		9290
3022		203
1266		9264
327		10608
688		13263
1662		10928
522		13112
870		11789
197		1339
918		14531
849		12718
1944		9083
1153		5269
2119		7413
1339		2861
2129		3584
702		12925
506		9574
1378		4729
107		12096
3350		1256
2511		14111
724		3533
3296		1771
426		9156
1088		2586
1539		13716
1798		3538
1151		3117
1832		5031
461		4856
1879		13537
3181		13142
440		13799
834		2820
878		12958
2943		6078
2957		3052
1077		10564
1551		3012
3414		13822
489		14587
1592		10549
2837		1068
1360		2832
1660		5888
1994		7407
3509		4254
635		10060
1953		14439
1981		10975
1413		12208
1080		9
198		6650
1780		7405
2892		9639
2615		4087
313		12476
1923		3417
1016		11801
2950		12276
657		3174
21		12645
3253		13738
3453		8878
3163		2424
1495		2610
2844		152
944		9633
295		1848
2273		6794
1344		6137
186		12614
2089		12557
2530		7440
2663		10345
315		14132
3557		8188
2541		10460
116		11270
539		8215
2132		2042
1169		3003
1752		2337
2682		3659
3567		5673
867		3332
2071		2717
2412		2569
1010		13337
2468		1254
3329		7491
2234		6647
1554		7547
373		4437
633		4895
300		10438
2769		7729
1612		2054
243		5017
3141		4883
3646		13293
2678		11868
3663		4053
1939		401
2803		8600
1966		14367
537		12299
385		10203
1862		9819
2949		7408
2244		5162
1624		658
2387		12913
25		11019
2994		1491
1453		2267
505		12999
2235		13909
1860		5564
3644		1885
680		8430
3457		1718
3330		3751
2094		11546
2115		4156
749		7564
497		14698
351		5578
1440		11000
2445		14125
82		13335
2418		1387
414		4299
926		4061
3189		5339
892		6970
2460		12911
1105		4244
2814		11147
290		4178
1480		1780
199		1117
2346		3312
2395		2139
2505		5498
1648		13569
1226		13786
2941		5076
1222		407
921		10240
3239		12041
2556		12650
2640		5445
1191		875
3373		7946
3069		12458
310		10399
1833		11505
481		13826
3403		8848
476		3617
1599		10003
2088		585
2809		3852
3232		2260
2151		4240
937		115
3233		3953
216		14240
137		8840
3214		11430
2616		2373
3327		9185
3688		6143
1935		13740
1565		6399
2631		12333
16		8503
2289		4346
3432		3096
1754		7862
454		5348
7		7940
357		6886
2774		654
2394		12037
2423		13462
3585		12512
3021		5808
706		7497
1224		3197
2342		13299
1919		2130
2872		2550
1271		4276
420		6741
3691		400
2296		6781
3689		13200
1307		8226
952		6203
949		13586
1062		11919
1407		6942
145		6810
1616		7024
1278		11448
2942		12714
2410		1431
3692		11020
1013		3921
330		3882
1896		8736
1185		14333
997		4524
2831		2886
796		12719
1393		11836
3102		12217
472		3078
2886		2178
832		12773
1301		6319
2482		11881
60		6300
759		8477
279		2882
1739		10032
3621		4520
2376		8011
2654		9584
3148		9355
1111		1576
267		6232
2551		4020
3564		399
2932		7058
244		928
2110		150
3449		3717
2174		9895
1028		5597
3334		14275
3138		4552
2028		11086
204		12219
3465		4503
1516		5638
1603		10735
2168		5974
1330		10153
2741		9227
1799		9337
2840		2821
2946		14127
249		7165
3294		12867
725		12102
1771		5423
2011		5011
1361		12839
3081		3836
2667		3379
1299		12939
1661		13892
3125		9860
1974		14605
2798		2548
804		4265
842		3764
2613		8362
544		10112
1854		747
568		7745
378		3329
2077		12197
3571		12921
2305		4774
3395		13390
257		4205
694		2769
1372		10305
810		9707
2152		8291
2149		3346
334		8178
782		2867
1726		13699
731		9880
2829		358
209		13846
228		4841
707		6882
2004		6483
195		3350
63		3010
2543		7307
1115		8699
2642		10068
662		10282
132		2519
3481		6140
2848		13710
2986		9321
507		9301
1878		2014
1529		14027
359		6056
1121		6126
2917		7853
2996		2839
920		1915
3613		2887
151		8730
2280		4481
3476		2998
1629		5509
2672		8890
2677		3325
3167		2993
1797		11142
3152		12649
545		4595
1666		1617
983		11841
2648		7922
1668		5443
451		11748
1594		8195
2148		12035
54		12899
3115		3662
3137		7350
742		9073
5		4871
2939		12750
2147		13332
1382		12367
299		9288
665		8951
1043		14249
2820		5074
2100		2524
1328		5367
1252		7380
26		9335
1542		4176
1704		3080
1082		11513
42		5170
162		6029
499		3342
765		9190
1401		9831
1303		12770
263		3648
1292		7816
933		13143
3460		5789
2968		1981
215		10301
2226		2657
2308		12688
220		1394
566		4887
86		3415
2259		4164
1969		410
3494		13588
2982		4084
931		242
2167		6434
3261		14620
2781		9817
599		12590
1215		12322
2458		1884
2421		4336
276		6006
2411		4127
2093		8210
2724		11880
1573		8758
1793		13297
647		2075
2363		8558
860		13191
1950		7887
979		6489
2337		10054
2587		9065
2902		2210
374		9638
1101		1700
2291		10092
3545		12485
1613		1376
2571		1707
179		10371
3321		6940
3372		14053
3444		187
1836		3297
919		10968
2350		10570
3581		8779
2443		5759
1975		10614
2247		12339
3231		6103
2158		11254
493		11268
1852		7240
2243		12684
858		7212
3357		1010
1490		12552
419		5094
2340		2966
2065		11923
2502		13946
2901		5040
2104		6514
69		13883
2081		6188
2662		291
2039		11591
2536		5571
2847		14358
390		6572
2057		5150
639		5007
1747		9654
637		8734
1078		10568
434		3895
629		3068
504		8441
252		10029
2201		9973
1849		9110
393		5421
1262		11747
1580		13836
3459		12346
3146		2047
1433		4575
2275		2325
329		691
3213		6847
2398		4599
1128		8841
2580		4777
656		10725
43		13977
2800		6871
2491		8024
2202		6527
3108		3735
1498		6377
3447		7553
31		2358
595		6427
3118		9501
2866		2731
2436		11670
3587		4937
3579		4626
487		1742
466		4946
2316		4233
1157		2677
1960		9655
250		11767
2145		10045
3		4013
1541		802
3434		681
3039		3817
1282		12678
1909		11561
2596		1988
1590		13330
2130		2557
1701		12827
2036		4649
2230		7945
3055		13567
2154		9304
3520		7690
1645		3046
1956		11178
1929		2946
1904		1403
1310		7324
2612		5515
2075		1804
2768		14652
1889		7409
2728		4902
1363		1180
3439		11258
1735		12881
159		9715
2629		6812
806		2512
730		8645
2033		2663
2370		2841
2983		8483
3063		9391
3160		7064
2046		3130
1285		8135
1076		10132
1938		9134
121		9778
3169		10128
1031		12311
2070		3443
2113		6598
1331		5642
245		4487
1997		2876
3194		4736
531		11671
1782		11604
3243		12142
1982		10293
1178		2082
1238		931
2658		286
1885		4022
1673		11050
1234		4967
634		9508
2888		12736
2336		8397
1389		3400
72		11306
2554		6560
2521		11739
2079		3441
1876		8552
3535		8670
3338		9830
2751		520
111		10215
470		13779
509		12465
2763		10178
455		4001
485		6754
3623		10743
3358		5681
19		6774
1026		6653
1120		7107
307		202
2518		1501
559		11944
1068		6530
2894		4855
2066		6014
2516		3024
2552		4261
556		8050
1587		4310
3060		3705
2267		1689
3596		4713
1466		2117
2627		1600
1465		10852
2497		3802
3074		12516
1351		13691
1189		9187
1148		12986
3109		9882
3319		8083
2106		1549
1730		12291
1326		3487
2221		11650
3385		12021
3240		13011
143		14048
1781		14485
3036		1926
2319		4992
2449		14175
873		10070
2546		13621
1548		6912
2396		13331
1606		3740
755		5381
1834		12022
2236		9053
2617		963
2522		6084
1430		6915
2427		3364
908		11975
1132		2937
942		1803
1913		3110
2481		11445
2788		6928
581		13491
2000		837
3565		6523
3408		13686
558		9810
2644		1463
1034		12325
2429		1297
3008		952
3153		3434
311		2547
687		2857
614		11167
1942		13674
2488		2077
3594		4693
2977		8744
992		4723
3410		7108
1696		11673
449		11908
270		356
1427		12120
1581		8422
650		3343
350		9907
898		9808
429		4104
1141		12787
1286		3256
3219		13671
611		8201
2003		13841
700		3248
1094		8962
848		7928
3042		3845
1323		1797
1880		3687
184		2140
600		12055
2379		3228
283		13085
2918		14674
3090		12193
2313		9092
2188		8347
2366		11712
3151		180
1167		967
2542		1083
1024		1177
1289		239
2574		767
1246		3253
2452		8131
1892		10040
1223		3723
1584		13009
752		14052
1314		2578
914		5085
971		4566
2391		3534
1419		8051
356		13336
1431		411
2947		414
1948		13594
3030		13781
885		8630
1358		3048
2525		2572
3256		6355
3197		6613
432		12747
2537		2469
1291		5657
2628		2191
1212		13170
1632		7415
2517		6561
3071		9277
2120		2001
2466		9764
1888		3265
3311		8269
141		319
3394		14558
3195		9132
2526		5143
2453		4482
2620		13073
344		5093
2124		13178
2659		1546
1544		6139
1583		8678
3355		9404
1125		7893
2889		6071
968		1861
790		10877
1952		10932
1729		14201
1979		14695
2471		95
889		8614
2196		1019
2249		10209
3301		12691
380		5144
343		14563
2937		6428
3436		7618
76		377
3035		7533
2128		12845
2645		772
446		3626
3681		13361
2260		4207
1764		11024
170		10551
259		11810
1640		13815
508		7202
2022		8127
1773		5769
3337		14578
897		12451
268		3005
1586		13279
2434		1347
2611		763
1300		13487
1792		14378
460		14167
1375		7906
3332		8228
1820		7843
3668		5784
2882		2817
2718		8879
712		11991
3328		7374
2425		8040
2634		2322
1984		6115
254		14118
895		11149
28		6444
427		13497
2217		10113
801		3587
3100		2601
3622		9728
3050		4351
597		11672
258		605
1428		7566
3198		6821
2187		10285
2841		4143
612		12640
3274		6839
1304		6037
3536		11934
2739		4702
2533		13196
1255		3634
2009		8897
32		11618
422		1914
2807		7262
1912		4332
3563		4456
2720		9178
135		3061
1335		14482
879		9137
2874		14606
2031		10416
695		5930
3405		2645
1457		2335
745		5401
1008		8440
1855		1000
1694		6654
3603		118
3695		3347
638		8055
10		1056
1723		11745
2588		13877
2013		7718
448		6287
2649		5497
2714		3516
2856		7371
577		7806
55		5612
1293		5781
899		13584
2047		7982
935		7233
2783		9582
2153		11163
1742		295
2219		6465
3529		1621
2900		9429
1501		8728
3492		7597
3610		733
1137		6367
443		9893
2367		8049
1247		14642
417		12061
469		2498
2320		2435
1437		6095
1057		189
1688		3311
235		6931
2651		7012
2084		5145
75		2201
2303		12148
3168		7019
1219		5285
2881		946
1131		12810
2451		8876
1965		2517
3011		4686
2256		7578
1609		13425
178		7808
778		11404
1570		835
3693		8538
618		11217
2852		12533
1846		13580
2945		9471
2177		5078
1822		2098
3065		10028
2854		4667
869		5528
663		97
40		3050
3401		134
